"model","region","code","family","genus","species","parameter","estimate"
"DBHHT","CA-QC","PICE.RUB","Pinaceae","Picea","rubens","bbark2",2.0188
"DBHHT","CA-QC","PICE.RUB","Pinaceae","Picea","rubens","bbark3",0
"DBHHT","CA-QC","PICE.RUB","Pinaceae","Picea","rubens","bbranches1",5e-04
"DBHHT","CA-QC","PICE.RUB","Pinaceae","Picea","rubens","bbranches2",3.3136
"DBHHT","CA-QC","PICE.RUB","Pinaceae","Picea","rubens","bbranches3",0
"DBHHT","CA-QC","PICE.RUB","Pinaceae","Picea","rubens","bfoliage1",0.0106
"DBHHT","CA-QC","PICE.RUB","Pinaceae","Picea","rubens","bfoliage2",2.2709
"DBHHT","CA-QC","PICE.RUB","Pinaceae","Picea","rubens","bfoliage3",0
"DBHHT","CA-ON","ACER.SAC","Sapindaceae","Acer","saccharinum","bwood1",0.0274
"DBHHT","CA-ON","ACER.SAC","Sapindaceae","Acer","saccharinum","bwood2",1.7126
"DBHHT","CA-ON","ACER.SAC","Sapindaceae","Acer","saccharinum","bwood3",1.1086
"DBHHT","CA-ON","ACER.SAC","Sapindaceae","Acer","saccharinum","bbark1",0.0123
"DBHHT","CA-ON","ACER.SAC","Sapindaceae","Acer","saccharinum","bbark2",1.825
"DBHHT","CA-ON","ACER.SAC","Sapindaceae","Acer","saccharinum","bbark3",0.501
"DBHHT","CA-ON","ACER.SAC","Sapindaceae","Acer","saccharinum","bbranches1",0.0543
"DBHHT","CA-ON","ACER.SAC","Sapindaceae","Acer","saccharinum","bbranches2",3.7343
"DBHHT","CA-ON","ACER.SAC","Sapindaceae","Acer","saccharinum","bbranches3",-1.6497
"DBHHT","CA-ON","ACER.SAC","Sapindaceae","Acer","saccharinum","bfoliage1",6.6808
"DBHHT","CA-ON","ACER.SAC","Sapindaceae","Acer","saccharinum","bfoliage2",2.1092
"DBHHT","CA-ON","ACER.SAC","Sapindaceae","Acer","saccharinum","bfoliage3",-2.1697
"DBHHT","CA-ON, CA-QC","ACER.SAH","Sapindaceae","Acer","saccharum","bwood1",0.0301
"DBHHT","CA-ON, CA-QC","ACER.SAH","Sapindaceae","Acer","saccharum","bwood2",2.0313
"DBHHT","CA-ON, CA-QC","ACER.SAH","Sapindaceae","Acer","saccharum","bwood3",0.8171
"DBHHT","CA-ON, CA-QC","ACER.SAH","Sapindaceae","Acer","saccharum","bbark1",0.0103
"DBHHT","CA-ON, CA-QC","ACER.SAH","Sapindaceae","Acer","saccharum","bbark2",1.7111
"DBHHT","CA-ON, CA-QC","ACER.SAH","Sapindaceae","Acer","saccharum","bbark3",0.8509
"DBHHT","CA-ON, CA-QC","ACER.SAH","Sapindaceae","Acer","saccharum","bbranches1",0.0661
"DBHHT","CA-ON, CA-QC","ACER.SAH","Sapindaceae","Acer","saccharum","bbranches2",2.594
"DBHHT","CA-ON, CA-QC","ACER.SAH","Sapindaceae","Acer","saccharum","bbranches3",-0.4933
"DBHHT","CA-ON, CA-QC","ACER.SAH","Sapindaceae","Acer","saccharum","bfoliage1",2.5019
"DBHHT","CA-ON, CA-QC","ACER.SAH","Sapindaceae","Acer","saccharum","bfoliage2",2.4527
"DBHHT","CA-ON, CA-QC","ACER.SAH","Sapindaceae","Acer","saccharum","bfoliage3",-2.3008
"DBHHT","CA-AB, CA-MB, CA-NL, CA-NS, CA-NT, CA-ON, CA-QC, CA-SK","LARI.LAR","Pinaceae","Larix","laricina","bwood1",0.0276
"DBHHT","CA-AB, CA-MB, CA-NL, CA-NS, CA-NT, CA-ON, CA-QC, CA-SK","LARI.LAR","Pinaceae","Larix","laricina","bwood2",1.6724
"DBHHT","CA-AB, CA-MB, CA-NL, CA-NS, CA-NT, CA-ON, CA-QC, CA-SK","LARI.LAR","Pinaceae","Larix","laricina","bwood3",1.1443
"DBHHT","CA-AB, CA-MB, CA-NL, CA-NS, CA-NT, CA-ON, CA-QC, CA-SK","LARI.LAR","Pinaceae","Larix","laricina","bbark1",0.012
"DBHHT","CA-AB, CA-MB, CA-NL, CA-NS, CA-NT, CA-ON, CA-QC, CA-SK","LARI.LAR","Pinaceae","Larix","laricina","bbark2",1.7059
"DBHHT","CA-AB, CA-MB, CA-NL, CA-NS, CA-NT, CA-ON, CA-QC, CA-SK","LARI.LAR","Pinaceae","Larix","laricina","bbark3",0.5811
"DBHHT","CA-AB, CA-MB, CA-NL, CA-NS, CA-NT, CA-ON, CA-QC, CA-SK","LARI.LAR","Pinaceae","Larix","laricina","bbranches1",0.0336
"DBHHT","CA-AB, CA-MB, CA-NL, CA-NS, CA-NT, CA-ON, CA-QC, CA-SK","LARI.LAR","Pinaceae","Larix","laricina","bbranches2",3.1335
"DBHHT","CA-AB, CA-MB, CA-NL, CA-NS, CA-NT, CA-ON, CA-QC, CA-SK","LARI.LAR","Pinaceae","Larix","laricina","bbranches3",-1.1559
"DBHHT","CA-AB, CA-MB, CA-NL, CA-NS, CA-NT, CA-ON, CA-QC, CA-SK","LARI.LAR","Pinaceae","Larix","laricina","bfoliage1",0.1324
"DBHHT","CA-AB, CA-MB, CA-NL, CA-NS, CA-NT, CA-ON, CA-QC, CA-SK","LARI.LAR","Pinaceae","Larix","laricina","bfoliage2",2.114
"DBHHT","CA-AB, CA-MB, CA-NL, CA-NS, CA-NT, CA-ON, CA-QC, CA-SK","LARI.LAR","Pinaceae","Larix","laricina","bfoliage3",-0.8781
"DBHHT","CA-AB, CA-MB, CA-NL, CA-NS, CA-NT, CA-ON, CA-QC, CA-SK, CA-YT","POPU.TRE","Salicaceae","Populus","tremuloids","bwood1",0.0142
"DBHHT","CA-AB, CA-MB, CA-NL, CA-NS, CA-NT, CA-ON, CA-QC, CA-SK, CA-YT","POPU.TRE","Salicaceae","Populus","tremuloids","bwood2",1.9389
"DBHHT","CA-AB, CA-MB, CA-NL, CA-NS, CA-NT, CA-ON, CA-QC, CA-SK, CA-YT","POPU.TRE","Salicaceae","Populus","tremuloids","bwood3",1.0572
"DBHHT","CA-AB, CA-MB, CA-NL, CA-NS, CA-NT, CA-ON, CA-QC, CA-SK, CA-YT","POPU.TRE","Salicaceae","Populus","tremuloids","bbark1",0.0063
"DBHHT","CA-AB, CA-MB, CA-NL, CA-NS, CA-NT, CA-ON, CA-QC, CA-SK, CA-YT","POPU.TRE","Salicaceae","Populus","tremuloids","bbark2",2.0819
"DBHHT","CA-AB, CA-MB, CA-NL, CA-NS, CA-NT, CA-ON, CA-QC, CA-SK, CA-YT","POPU.TRE","Salicaceae","Populus","tremuloids","bbark3",0.6617
"DBHHT","CA-AB, CA-MB, CA-NL, CA-NS, CA-NT, CA-ON, CA-QC, CA-SK, CA-YT","POPU.TRE","Salicaceae","Populus","tremuloids","bbranches1",0.0137
"DBHHT","CA-AB, CA-MB, CA-NL, CA-NS, CA-NT, CA-ON, CA-QC, CA-SK, CA-YT","POPU.TRE","Salicaceae","Populus","tremuloids","bbranches2",2.927
"DBHHT","CA-AB, CA-MB, CA-NL, CA-NS, CA-NT, CA-ON, CA-QC, CA-SK, CA-YT","POPU.TRE","Salicaceae","Populus","tremuloids","bbranches3",-0.6221
"DBHHT","CA-AB, CA-MB, CA-NL, CA-NS, CA-NT, CA-ON, CA-QC, CA-SK, CA-YT","POPU.TRE","Salicaceae","Populus","tremuloids","bfoliage1",0.027
"DBHHT","CA-AB, CA-MB, CA-NL, CA-NS, CA-NT, CA-ON, CA-QC, CA-SK, CA-YT","POPU.TRE","Salicaceae","Populus","tremuloids","bfoliage2",1.6183
"DBHHT","CA-AB, CA-MB, CA-NL, CA-NS, CA-NT, CA-ON, CA-QC, CA-SK, CA-YT","POPU.TRE","Salicaceae","Populus","tremuloids","bfoliage3",0
"DBHHT","CA-ON, CA-QC","FRAX.AME","Oleaceae","Fraxinus","americana","bwood1",0.0224
"DBHHT","CA-ON, CA-QC","FRAX.AME","Oleaceae","Fraxinus","americana","bwood2",1.7438
"DBHHT","CA-ON, CA-QC","FRAX.AME","Oleaceae","Fraxinus","americana","bwood3",1.1899
"DBHHT","CA-ON, CA-QC","FRAX.AME","Oleaceae","Fraxinus","americana","bbark1",0.0126
"DBHHT","CA-ON, CA-QC","FRAX.AME","Oleaceae","Fraxinus","americana","bbark2",1.6456
"DBHHT","CA-ON, CA-QC","FRAX.AME","Oleaceae","Fraxinus","americana","bbark3",0.7893
"DBHHT","CA-ON, CA-QC","FRAX.AME","Oleaceae","Fraxinus","americana","bbranches1",0.0354
"DBHHT","CA-ON, CA-QC","FRAX.AME","Oleaceae","Fraxinus","americana","bbranches2",2.3046
"DBHHT","CA-ON, CA-QC","FRAX.AME","Oleaceae","Fraxinus","americana","bbranches3",0
"DBHHT","CA-ON, CA-QC","FRAX.AME","Oleaceae","Fraxinus","americana","bfoliage1",0.0195
"DBHHT","CA-ON, CA-QC","FRAX.AME","Oleaceae","Fraxinus","americana","bfoliage2",1.0509
"DBHHT","CA-ON, CA-QC","FRAX.AME","Oleaceae","Fraxinus","americana","bfoliage3",0.7836
"DBHHT","CA-AB, CA-MB, CA-NL, CA-NS, CA-ON, CA-QC, CA-SK","BETU.PAP","Betulaceae","Betula","papifera","bwood1",0.0338
"DBHHT","CA-AB, CA-MB, CA-NL, CA-NS, CA-ON, CA-QC, CA-SK","BETU.PAP","Betulaceae","Betula","papifera","bwood2",2.0702
"DBHHT","CA-AB, CA-MB, CA-NL, CA-NS, CA-ON, CA-QC, CA-SK","BETU.PAP","Betulaceae","Betula","papifera","bwood3",0.6876
"DBHHT","CA-AB, CA-MB, CA-NL, CA-NS, CA-ON, CA-QC, CA-SK","BETU.PAP","Betulaceae","Betula","papifera","bbark1",0.008
"DBHHT","CA-AB, CA-MB, CA-NL, CA-NS, CA-ON, CA-QC, CA-SK","BETU.PAP","Betulaceae","Betula","papifera","bbark2",1.9754
"DBHHT","CA-AB, CA-MB, CA-NL, CA-NS, CA-ON, CA-QC, CA-SK","BETU.PAP","Betulaceae","Betula","papifera","bbark3",0.6659
"DBHHT","CA-AB, CA-MB, CA-NL, CA-NS, CA-ON, CA-QC, CA-SK","BETU.PAP","Betulaceae","Betula","papifera","bbranches1",0.0257
"DBHHT","CA-AB, CA-MB, CA-NL, CA-NS, CA-ON, CA-QC, CA-SK","BETU.PAP","Betulaceae","Betula","papifera","bbranches2",3.1754
"DBHHT","CA-AB, CA-MB, CA-NL, CA-NS, CA-ON, CA-QC, CA-SK","BETU.PAP","Betulaceae","Betula","papifera","bbranches3",-0.9417
"DBHHT","CA-AB, CA-MB, CA-NL, CA-NS, CA-ON, CA-QC, CA-SK","BETU.PAP","Betulaceae","Betula","papifera","bfoliage1",0.1415
"DBHHT","CA-AB, CA-MB, CA-NL, CA-NS, CA-ON, CA-QC, CA-SK","BETU.PAP","Betulaceae","Betula","papifera","bfoliage2",2.3074
"DBHHT","CA-AB, CA-MB, CA-NL, CA-NS, CA-ON, CA-QC, CA-SK","BETU.PAP","Betulaceae","Betula","papifera","bfoliage3",-1.1189
"DBHHT","CA-ON","ULMU.AME","Ulmaceae","Ulmus","americana","bwood1",0.0207
"DBHHT","CA-ON","ULMU.AME","Ulmaceae","Ulmus","americana","bwood2",2.2276
"DBHHT","CA-ON","ULMU.AME","Ulmaceae","Ulmus","americana","bwood3",0.6488
"DBHHT","CA-ON","ULMU.AME","Ulmaceae","Ulmus","americana","bbark1",0.0078
"DBHHT","CA-ON","ULMU.AME","Ulmaceae","Ulmus","americana","bbark2",2.454
"DBHHT","CA-ON","ULMU.AME","Ulmaceae","Ulmus","americana","bbark3",0
"DBHHT","CA-ON","ULMU.AME","Ulmaceae","Ulmus","americana","bbranches1",0.0393
"DBHHT","CA-ON","ULMU.AME","Ulmaceae","Ulmus","americana","bbranches2",2.188
"DBHHT","CA-ON","ULMU.AME","Ulmaceae","Ulmus","americana","bbranches3",0
"DBHHT","CA-ON","ULMU.AME","Ulmaceae","Ulmus","americana","bfoliage1",0.0516
"DBHHT","CA-ON","ULMU.AME","Ulmaceae","Ulmus","americana","bfoliage2",1.4511
"DBHHT","CA-ON","ULMU.AME","Ulmaceae","Ulmus","americana","bfoliage3",0
"DBHHT","CA-ON","QUER.ALB","Fagaceae","Quercus","alba","bwood1",0.0442
"DBHHT","CA-ON","QUER.ALB","Fagaceae","Quercus","alba","bwood2",1.6818
"DBHHT","CA-ON","QUER.ALB","Fagaceae","Quercus","alba","bwood3",1.031
"DBHHT","CA-ON","QUER.ALB","Fagaceae","Quercus","alba","bbark1",0.0308
"DBHHT","CA-ON","QUER.ALB","Fagaceae","Quercus","alba","bbark2",1.7479
"DBHHT","CA-ON","QUER.ALB","Fagaceae","Quercus","alba","bbark3",0.3504
"DBHHT","CA-ON","QUER.ALB","Fagaceae","Quercus","alba","bbranches1",0.0022
"DBHHT","CA-ON","QUER.ALB","Fagaceae","Quercus","alba","bbranches2",2.0165
"DBHHT","CA-ON","QUER.ALB","Fagaceae","Quercus","alba","bbranches3",1.3953
"DBHHT","CA-ON","QUER.ALB","Fagaceae","Quercus","alba","bfoliage1",0.0053
"DBHHT","CA-ON","QUER.ALB","Fagaceae","Quercus","alba","bfoliage2",1.2822
"DBHHT","CA-ON","QUER.ALB","Fagaceae","Quercus","alba","bfoliage3",1.1323
"DBHHT","CA-AB, CA-MB, CA-NL, CA-NS, CA-NT, CA-ON, CA-QC, CA-SK, CA-YT","PICE.GLA","Pinaceae","Picea","glauca","bwood1",0.0252
"DBHHT","CA-AB, CA-MB, CA-NL, CA-NS, CA-NT, CA-ON, CA-QC, CA-SK, CA-YT","PICE.GLA","Pinaceae","Picea","glauca","bwood2",1.7819
"DBHHT","CA-AB, CA-MB, CA-NL, CA-NS, CA-NT, CA-ON, CA-QC, CA-SK, CA-YT","PICE.GLA","Pinaceae","Picea","glauca","bwood3",1.0022
"DBHHT","CA-AB, CA-MB, CA-NL, CA-NS, CA-NT, CA-ON, CA-QC, CA-SK, CA-YT","PICE.GLA","Pinaceae","Picea","glauca","bbark1",0.0096
"DBHHT","CA-AB, CA-MB, CA-NL, CA-NS, CA-NT, CA-ON, CA-QC, CA-SK, CA-YT","PICE.GLA","Pinaceae","Picea","glauca","bbark2",1.6901
"DBHHT","CA-AB, CA-MB, CA-NL, CA-NS, CA-NT, CA-ON, CA-QC, CA-SK, CA-YT","PICE.GLA","Pinaceae","Picea","glauca","bbark3",0.7393
"DBHHT","CA-AB, CA-MB, CA-NL, CA-NS, CA-NT, CA-ON, CA-QC, CA-SK, CA-YT","PICE.GLA","Pinaceae","Picea","glauca","bbranches1",0.0322
"DBHHT","CA-AB, CA-MB, CA-NL, CA-NS, CA-NT, CA-ON, CA-QC, CA-SK, CA-YT","PICE.GLA","Pinaceae","Picea","glauca","bbranches2",2.8961
"DBHHT","CA-AB, CA-MB, CA-NL, CA-NS, CA-NT, CA-ON, CA-QC, CA-SK, CA-YT","PICE.GLA","Pinaceae","Picea","glauca","bbranches3",-0.9203
"DBHHT","CA-AB, CA-MB, CA-NL, CA-NS, CA-NT, CA-ON, CA-QC, CA-SK, CA-YT","PICE.GLA","Pinaceae","Picea","glauca","bfoliage1",0.1832
"DBHHT","CA-AB, CA-MB, CA-NL, CA-NS, CA-NT, CA-ON, CA-QC, CA-SK, CA-YT","PICE.GLA","Pinaceae","Picea","glauca","bfoliage2",2.4144
"DBHHT","CA-AB, CA-MB, CA-NL, CA-NS, CA-NT, CA-ON, CA-QC, CA-SK, CA-YT","PICE.GLA","Pinaceae","Picea","glauca","bfoliage3",-1.0948
"DBHHT","CA-NS, CA-ON, CA-QC","BETU.ALL","Betulaceae","Betula","alleghaniensis","bwood1",0.0259
"DBHHT","CA-NS, CA-ON, CA-QC","BETU.ALL","Betulaceae","Betula","alleghaniensis","bwood2",1.9044
"DBHHT","CA-NS, CA-ON, CA-QC","BETU.ALL","Betulaceae","Betula","alleghaniensis","bwood3",0.9715
"DBHHT","CA-NS, CA-ON, CA-QC","BETU.ALL","Betulaceae","Betula","alleghaniensis","bbark1",0.0069
"DBHHT","CA-NS, CA-ON, CA-QC","BETU.ALL","Betulaceae","Betula","alleghaniensis","bbark2",2.0834
"DBHHT","CA-NS, CA-ON, CA-QC","BETU.ALL","Betulaceae","Betula","alleghaniensis","bbark3",0.5371
"DBHHT","CA-NS, CA-ON, CA-QC","BETU.ALL","Betulaceae","Betula","alleghaniensis","bbranches1",0.0325
"DBHHT","CA-NS, CA-ON, CA-QC","BETU.ALL","Betulaceae","Betula","alleghaniensis","bbranches2",2.3851
"DBHHT","CA-NS, CA-ON, CA-QC","BETU.ALL","Betulaceae","Betula","alleghaniensis","bbranches3",0
"DBHHT","CA-NS, CA-ON, CA-QC","BETU.ALL","Betulaceae","Betula","alleghaniensis","bfoliage1",0.1683
"DBHHT","CA-NS, CA-ON, CA-QC","BETU.ALL","Betulaceae","Betula","alleghaniensis","bfoliage2",1.2764
"DBHHT","CA-NS, CA-ON, CA-QC","BETU.ALL","Betulaceae","Betula","alleghaniensis","bfoliage3",0
"DBHHT","CA-AB, CA-MB, CA-NL, CA-NS, CA-NT, CA-ON, CA-QC, CA-SK, CA-YT","UNKN.HWD",NA,NA,NA,"bwood1",9e-04
"DBHHT","CA-AB, CA-MB, CA-NL, CA-NS, CA-NT, CA-ON, CA-QC, CA-SK, CA-YT","UNKN.HWD",NA,NA,NA,"bwood2",0.01
"DBHHT","CA-AB, CA-MB, CA-NL, CA-NS, CA-NT, CA-ON, CA-QC, CA-SK, CA-YT","UNKN.HWD",NA,NA,NA,"bwood3",0.0168
"DBHHT","CA-AB, CA-MB, CA-NL, CA-NS, CA-NT, CA-ON, CA-QC, CA-SK, CA-YT","UNKN.HWD",NA,NA,NA,"bbark1",5e-04
"DBHHT","CA-AB, CA-MB, CA-NL, CA-NS, CA-NT, CA-ON, CA-QC, CA-SK, CA-YT","UNKN.HWD",NA,NA,NA,"bbark2",0.0201
"DBHHT","CA-AB, CA-MB, CA-NL, CA-NS, CA-NT, CA-ON, CA-QC, CA-SK, CA-YT","UNKN.HWD",NA,NA,NA,"bbark3",0.0327
"DBHHT","CA-AB, CA-MB, CA-NL, CA-NS, CA-NT, CA-ON, CA-QC, CA-SK, CA-YT","UNKN.HWD",NA,NA,NA,"bbranches1",0.0024
"DBHHT","CA-AB, CA-MB, CA-NL, CA-NS, CA-NT, CA-ON, CA-QC, CA-SK, CA-YT","UNKN.HWD",NA,NA,NA,"bbranches2",0.0309
"DBHHT","CA-AB, CA-MB, CA-NL, CA-NS, CA-NT, CA-ON, CA-QC, CA-SK, CA-YT","UNKN.HWD",NA,NA,NA,"bbranches3",0.0461
"DBHHT","CA-AB, CA-MB, CA-NL, CA-NS, CA-NT, CA-ON, CA-QC, CA-SK, CA-YT","UNKN.HWD",NA,NA,NA,"bfoliage1",0.0038
"DBHHT","CA-AB, CA-MB, CA-NL, CA-NS, CA-NT, CA-ON, CA-QC, CA-SK, CA-YT","UNKN.HWD",NA,NA,NA,"bfoliage2",0.0266
"DBHHT","CA-AB, CA-MB, CA-NL, CA-NS, CA-NT, CA-ON, CA-QC, CA-SK, CA-YT","UNKN.HWD",NA,NA,NA,"bfoliage3",0.0412
"DBHHT","CA-AB, CA-MB, CA-NL, CA-NS, CA-NT, CA-ON, CA-QC, CA-SK, CA-YT","UNKN.SWD",NA,NA,NA,"bwood1",0.0284
"DBHHT","CA-AB, CA-MB, CA-NL, CA-NS, CA-NT, CA-ON, CA-QC, CA-SK, CA-YT","UNKN.SWD",NA,NA,NA,"bwood2",1.6894
"DBHHT","CA-AB, CA-MB, CA-NL, CA-NS, CA-NT, CA-ON, CA-QC, CA-SK, CA-YT","UNKN.SWD",NA,NA,NA,"bwood3",1.0857
"DBHHT","CA-AB, CA-MB, CA-NL, CA-NS, CA-NT, CA-ON, CA-QC, CA-SK, CA-YT","UNKN.SWD",NA,NA,NA,"bbark1",0.01
"DBHHT","CA-AB, CA-MB, CA-NL, CA-NS, CA-NT, CA-ON, CA-QC, CA-SK, CA-YT","UNKN.SWD",NA,NA,NA,"bbark2",1.8463
"DBHHT","CA-AB, CA-MB, CA-NL, CA-NS, CA-NT, CA-ON, CA-QC, CA-SK, CA-YT","UNKN.SWD",NA,NA,NA,"bbark3",0.5616
"DBHHT","CA-AB, CA-MB, CA-NL, CA-NS, CA-NT, CA-ON, CA-QC, CA-SK, CA-YT","UNKN.SWD",NA,NA,NA,"bbranches1",0.0301
"DBHHT","CA-AB, CA-MB, CA-NL, CA-NS, CA-NT, CA-ON, CA-QC, CA-SK, CA-YT","UNKN.SWD",NA,NA,NA,"bbranches2",3.0038
"DBHHT","CA-AB, CA-MB, CA-NL, CA-NS, CA-NT, CA-ON, CA-QC, CA-SK, CA-YT","UNKN.SWD",NA,NA,NA,"bbranches3",-1.052
"DBHHT","CA-AB, CA-MB, CA-NL, CA-NS, CA-NT, CA-ON, CA-QC, CA-SK, CA-YT","UNKN.SWD",NA,NA,NA,"bfoliage1",0.1554
"DBHHT","CA-AB, CA-MB, CA-NL, CA-NS, CA-NT, CA-ON, CA-QC, CA-SK, CA-YT","UNKN.SWD",NA,NA,NA,"bfoliage2",2.4021
"DBHHT","CA-AB, CA-MB, CA-NL, CA-NS, CA-NT, CA-ON, CA-QC, CA-SK, CA-YT","UNKN.SWD",NA,NA,NA,"bfoliage3",-1.1043
"DBHHT","CA-AB, CA-MB, CA-NL, CA-NS, CA-NT, CA-ON, CA-QC, CA-SK, CA-YT","UNKN.SPP",NA,NA,NA,"bwood1",0.0348
"DBHHT","CA-AB, CA-MB, CA-NL, CA-NS, CA-NT, CA-ON, CA-QC, CA-SK, CA-YT","UNKN.SPP",NA,NA,NA,"bwood2",1.9235
"DBHHT","CA-AB, CA-MB, CA-NL, CA-NS, CA-NT, CA-ON, CA-QC, CA-SK, CA-YT","UNKN.SPP",NA,NA,NA,"bwood3",0.7829
"DBHHT","CA-AB, CA-MB, CA-NL, CA-NS, CA-NT, CA-ON, CA-QC, CA-SK, CA-YT","UNKN.SPP",NA,NA,NA,"bbark1",0.0139
"DBHHT","CA-AB, CA-MB, CA-NL, CA-NS, CA-NT, CA-ON, CA-QC, CA-SK, CA-YT","UNKN.SPP",NA,NA,NA,"bbark2",1.5429
"DBHHT","CA-AB, CA-MB, CA-NL, CA-NS, CA-NT, CA-ON, CA-QC, CA-SK, CA-YT","UNKN.SPP",NA,NA,NA,"bbark3",0.8189
"DBHHT","CA-AB, CA-MB, CA-NL, CA-NS, CA-NT, CA-ON, CA-QC, CA-SK, CA-YT","UNKN.SPP",NA,NA,NA,"bbranches1",0.0346
"DBHHT","CA-AB, CA-MB, CA-NL, CA-NS, CA-NT, CA-ON, CA-QC, CA-SK, CA-YT","UNKN.SPP",NA,NA,NA,"bbranches2",2.6706
"DBHHT","CA-AB, CA-MB, CA-NL, CA-NS, CA-NT, CA-ON, CA-QC, CA-SK, CA-YT","UNKN.SPP",NA,NA,NA,"bbranches3",-0.6033
"DBHHT","CA-AB, CA-MB, CA-NL, CA-NS, CA-NT, CA-ON, CA-QC, CA-SK, CA-YT","UNKN.SPP",NA,NA,NA,"bfoliage1",0.1822
"DBHHT","CA-AB, CA-MB, CA-NL, CA-NS, CA-NT, CA-ON, CA-QC, CA-SK, CA-YT","UNKN.SPP",NA,NA,NA,"bfoliage2",2.2864
"DBHHT","CA-AB, CA-MB, CA-NL, CA-NS, CA-NT, CA-ON, CA-QC, CA-SK, CA-YT","UNKN.SPP",NA,NA,NA,"bfoliage3",-1.1203
